Sequence_ID,Binding_Score_Sum,Isolated_Id,Strain,Subtype,Collection_Date
A_Shanxi-Taiyuan_686_2024|EPI_ISL_19150399|A_/_H1N1|2024-02-03,2,EPI_ISL_19150399,A_Shanxi-Taiyuan_686_2024,A_/_H1N1,2024-02-03
A_Shanxi-Taiyuan_691_2024|EPI_ISL_19150398|A_/_H1N1|2024-02-04,2,EPI_ISL_19150398,A_Shanxi-Taiyuan_691_2024,A_/_H1N1,2024-02-04
A_Shanxi-Taiyuan_840_2024|EPI_ISL_19150400|A_/_H1N1|2024-03-04,2,EPI_ISL_19150400,A_Shanxi-Taiyuan_840_2024,A_/_H1N1,2024-03-04
A_Shanxi-Xinfu_SWL121_2018|EPI_ISL_297031|A_/_H1N1|2018-01-03,0,EPI_ISL_297031,A_Shanxi-Xinfu_SWL121_2018,A_/_H1N1,2018-01-03
A_Shanxi-Xinfu_SWL2533_2023|EPI_ISL_18820517|A_/_H1N1|2023-11-27,2,EPI_ISL_18820517,A_Shanxi-Xinfu_SWL2533_2023,A_/_H1N1,2023-11-27
A_Shanxi-Xinghualing_SWL1110_2023|EPI_ISL_18069067|A_/_H1N1|2023-02-20,2,EPI_ISL_18069067,A_Shanxi-Xinghualing_SWL1110_2023,A_/_H1N1,2023-02-20
A_Shanxi-Xinghualing_SWL14_2018|EPI_ISL_297038|A_/_H1N1|2018-01-03,0,EPI_ISL_297038,A_Shanxi-Xinghualing_SWL14_2018,A_/_H1N1,2018-01-03
A_Shanxi-Yanhu_SWL2113_2024|EPI_ISL_19291054|A_/_H1N1|2024-02-27,2,EPI_ISL_19291054,A_Shanxi-Yanhu_SWL2113_2024,A_/_H1N1,2024-02-27
A_Shanxi-Yaodou_SWL1575_2017|EPI_ISL_270649|A_/_H1N1|2017-04-04,0,EPI_ISL_270649,A_Shanxi-Yaodou_SWL1575_2017,A_/_H1N1,2017-04-04
A_Shanxi-Yingze_SWL1341_2017|EPI_ISL_270644|A_/_H1N1|2017-04-03,0,EPI_ISL_270644,A_Shanxi-Yingze_SWL1341_2017,A_/_H1N1,2017-04-03
A_Shanxi-Yuci_SWL112_2016|EPI_ISL_212609|A_/_H1N1|2016-01-04,0,EPI_ISL_212609,A_Shanxi-Yuci_SWL112_2016,A_/_H1N1,2016-01-04
A_Shenzhen_1023_2010|EPI_ISL_101087|A_/_H1N1|2010-07-08,0,EPI_ISL_101087,A_Shenzhen_1023_2010,A_/_H1N1,2010-07-08
A_Shenzhen_1088_2010|EPI_ISL_100874|A_/_H1N1|2010-07-08,0,EPI_ISL_100874,A_Shenzhen_1088_2010,A_/_H1N1,2010-07-08
A_Shenzhen_1089_2010|EPI_ISL_101095|A_/_H1N1|2010-07-08,0,EPI_ISL_101095,A_Shenzhen_1089_2010,A_/_H1N1,2010-07-08
A_Shenzhen_1095_2010|EPI_ISL_100870|A_/_H1N1|2010-07-08,0,EPI_ISL_100870,A_Shenzhen_1095_2010,A_/_H1N1,2010-07-08
A_Shenzhen_119_2011|EPI_ISL_101000|A_/_H1N1|2011-04-19,0,EPI_ISL_101000,A_Shenzhen_119_2011,A_/_H1N1,2011-04-19
A_Shenzhen_125_2011|EPI_ISL_100121|A_/_H1N1|2011-04-19,0,EPI_ISL_100121,A_Shenzhen_125_2011,A_/_H1N1,2011-04-19
A_Shenzhen_126_2011|EPI_ISL_101001|A_/_H1N1|2011-04-19,0,EPI_ISL_101001,A_Shenzhen_126_2011,A_/_H1N1,2011-04-19
A_Shenzhen_127_2011|EPI_ISL_100122|A_/_H1N1|2011-04-19,0,EPI_ISL_100122,A_Shenzhen_127_2011,A_/_H1N1,2011-04-19
A_Shenzhen_27_2010|EPI_ISL_100866|A_/_H1N1|2010-01-14,0,EPI_ISL_100866,A_Shenzhen_27_2010,A_/_H1N1,2010-01-14
A_Shenzhen_31_2010|EPI_ISL_101085|A_/_H1N1|2010-01-14,0,EPI_ISL_101085,A_Shenzhen_31_2010,A_/_H1N1,2010-01-14
A_Shenzhen_37_2010|EPI_ISL_100867|A_/_H1N1|2010-01-14,0,EPI_ISL_100867,A_Shenzhen_37_2010,A_/_H1N1,2010-01-14
A_Shenzhen_57_2010|EPI_ISL_100868|A_/_H1N1|2010-01-14,0,EPI_ISL_100868,A_Shenzhen_57_2010,A_/_H1N1,2010-01-14
A_Shenzhen_627_2010|EPI_ISL_101086|A_/_H1N1|2010-07-08,0,EPI_ISL_101086,A_Shenzhen_627_2010,A_/_H1N1,2010-07-08
A_Shenzhen_7_2010|EPI_ISL_101120|A_/_H1N1|2010-01-14,0,EPI_ISL_101120,A_Shenzhen_7_2010,A_/_H1N1,2010-01-14
A_Shenzhen_8_2010|EPI_ISL_100865|A_/_H1N1|2010-01-14,0,EPI_ISL_100865,A_Shenzhen_8_2010,A_/_H1N1,2010-01-14
A_Shenzhen_970_2010|EPI_ISL_100869|A_/_H1N1|2010-07-08,0,EPI_ISL_100869,A_Shenzhen_970_2010,A_/_H1N1,2010-07-08
A_Shenzhen_9_2010|EPI_ISL_101121|A_/_H1N1|2010-01-14,0,EPI_ISL_101121,A_Shenzhen_9_2010,A_/_H1N1,2010-01-14
A_Shenzhen_lg26_2011|EPI_ISL_100999|A_/_H1N1|2011-05-11,0,EPI_ISL_100999,A_Shenzhen_lg26_2011,A_/_H1N1,2011-05-11
A_Shenzhen_lg47_2011|EPI_ISL_100998|A_/_H1N1|2011-05-11,0,EPI_ISL_100998,A_Shenzhen_lg47_2011,A_/_H1N1,2011-05-11
A_Shenzhen_lg56_2011|EPI_ISL_100119|A_/_H1N1|2011-05-11,0,EPI_ISL_100119,A_Shenzhen_lg56_2011,A_/_H1N1,2011-05-11
A_Shenzhen_ns06_2011|EPI_ISL_100120|A_/_H1N1|2011-04-19,0,EPI_ISL_100120,A_Shenzhen_ns06_2011,A_/_H1N1,2011-04-19
A_Sichuan-Anyue_SWL1214_2016|EPI_ISL_225348|A_/_H1N1|2016-03-02,0,EPI_ISL_225348,A_Sichuan-Anyue_SWL1214_2016,A_/_H1N1,2016-03-02
A_Sichuan-Anyue_SWL1215_2017|EPI_ISL_270727|A_/_H1N1|2017-03-05,0,EPI_ISL_270727,A_Sichuan-Anyue_SWL1215_2017,A_/_H1N1,2017-03-05
A_Sichuan-Anyue_SWL1274_2023|EPI_ISL_18068699|A_/_H1N1|2023-03-19,4,EPI_ISL_18068699,A_Sichuan-Anyue_SWL1274_2023,A_/_H1N1,2023-03-19
A_Sichuan-Anyue_SWL77_2017|EPI_ISL_278688|A_/_H1N1|2017-04-19,0,EPI_ISL_278688,A_Sichuan-Anyue_SWL77_2017,A_/_H1N1,2017-04-19
A_Sichuan-Bazhou_SWL11114_2024|EPI_ISL_19675065|A_/_H1N1|2024-11-12,4,EPI_ISL_19675065,A_Sichuan-Bazhou_SWL11114_2024,A_/_H1N1,2024-11-12
A_Sichuan-Bazhou_SWL1331_2019|EPI_ISL_367210|A_/_H1N1|2019-04-09,0,EPI_ISL_367210,A_Sichuan-Bazhou_SWL1331_2019,A_/_H1N1,2019-04-09
A_Sichuan-Cangxi_SWL30_2024|EPI_ISL_19599365|A_/_H1N1|2024-10-28,2,EPI_ISL_19599365,A_Sichuan-Cangxi_SWL30_2024,A_/_H1N1,2024-10-28
A_Sichuan-Chuanshan_SWL118_2011|EPI_ISL_94578|A_/_H1N1|2011-02-04,0,EPI_ISL_94578,A_Sichuan-Chuanshan_SWL118_2011,A_/_H1N1,2011-02-04
A_Sichuan-Chuanshan_SWL1212_2023|EPI_ISL_17465789|A_/_H1N1|2023-03-06,2,EPI_ISL_17465789,A_Sichuan-Chuanshan_SWL1212_2023,A_/_H1N1,2023-03-06
A_Sichuan-Cuiping_1226_2023|EPI_ISL_18068825|A_/_H1N1|2023-03-16,4,EPI_ISL_18068825,A_Sichuan-Cuiping_1226_2023,A_/_H1N1,2023-03-16
A_Sichuan-Cuiping_SWL11065_2024|EPI_ISL_19675037|A_/_H1N1|2024-11-07,2,EPI_ISL_19675037,A_Sichuan-Cuiping_SWL11065_2024,A_/_H1N1,2024-11-07
A_Sichuan-Cuiping_SWL11132_2024|EPI_ISL_19675036|A_/_H1N1|2024-11-12,2,EPI_ISL_19675036,A_Sichuan-Cuiping_SWL11132_2024,A_/_H1N1,2024-11-12
A_Sichuan-Cuiping_SWL1154_2024|EPI_ISL_19291061|A_/_H1N1|2024-02-28,2,EPI_ISL_19291061,A_Sichuan-Cuiping_SWL1154_2024,A_/_H1N1,2024-02-28
A_Sichuan-Cuiping_SWL1360_2024|EPI_ISL_19291228|A_/_H1N1|2024-04-28,4,EPI_ISL_19291228,A_Sichuan-Cuiping_SWL1360_2024,A_/_H1N1,2024-04-28
A_Sichuan-Cuiping_SWL1475_2024|EPI_ISL_19374005|A_/_H1N1|2024-06-03,2,EPI_ISL_19374005,A_Sichuan-Cuiping_SWL1475_2024,A_/_H1N1,2024-06-03
A_Sichuan-Cuiping_SWL1574_2024|EPI_ISL_19373976|A_/_H1N1|2024-07-02,4,EPI_ISL_19373976,A_Sichuan-Cuiping_SWL1574_2024,A_/_H1N1,2024-07-02
A_Sichuan-Cuiping_SWL165_2023|EPI_ISL_17465814|A_/_H1N1|2023-02-07,4,EPI_ISL_17465814,A_Sichuan-Cuiping_SWL165_2023,A_/_H1N1,2023-02-07
A_Sichuan-Daan_SWL1155_2024|EPI_ISL_19675034|A_/_H1N1|2024-11-18,2,EPI_ISL_19675034,A_Sichuan-Daan_SWL1155_2024,A_/_H1N1,2024-11-18
A_Sichuan-Dong_SWL1871_2013|EPI_ISL_153289|A_/_H1N1|2013-10-21,0,EPI_ISL_153289,A_Sichuan-Dong_SWL1871_2013,A_/_H1N1,2013-10-21
A_Sichuan-Dongqu_SWL11082_2017|EPI_ISL_278679|A_/_H1N1|2017-06-26,0,EPI_ISL_278679,A_Sichuan-Dongqu_SWL11082_2017,A_/_H1N1,2017-06-26
A_Sichuan-Dongqu_SWL11868_2024|EPI_ISL_19599374|A_/_H1N1|2024-11-04,2,EPI_ISL_19599374,A_Sichuan-Dongqu_SWL11868_2024,A_/_H1N1,2024-11-04
A_Sichuan-Dongqu_SWL12516_2023|EPI_ISL_18851569|A_/_H1N1|2023-12-26,2,EPI_ISL_18851569,A_Sichuan-Dongqu_SWL12516_2023,A_/_H1N1,2023-12-26
A_Sichuan-Dongqu_SWL1871_2013|EPI_ISL_178246|A_/_H1N1|2013-10-21,0,EPI_ISL_178246,A_Sichuan-Dongqu_SWL1871_2013,A_/_H1N1,2013-10-21
A_Sichuan-Dongxin_SWL11055_2024|EPI_ISL_19599442|A_/_H1N1|2024-10-21,2,EPI_ISL_19599442,A_Sichuan-Dongxin_SWL11055_2024,A_/_H1N1,2024-10-21
A_Sichuan-Dongxin_SWL1264_2019|EPI_ISL_367233|A_/_H1N1|2019-03-06,0,EPI_ISL_367233,A_Sichuan-Dongxin_SWL1264_2019,A_/_H1N1,2019-03-06
A_Sichuan-Dongxin_SWL1543_2017|EPI_ISL_270607|A_/_H1N1|2017-05-09,0,EPI_ISL_270607,A_Sichuan-Dongxin_SWL1543_2017,A_/_H1N1,2017-05-09
A_Sichuan-Dongxin_SWL1705_2017|EPI_ISL_278684|A_/_H1N1|2017-06-03,0,EPI_ISL_278684,A_Sichuan-Dongxin_SWL1705_2017,A_/_H1N1,2017-06-03
A_Sichuan-Fucheng_SWL11699_2024|EPI_ISL_19599396|A_/_H1N1|2024-10-14,2,EPI_ISL_19599396,A_Sichuan-Fucheng_SWL11699_2024,A_/_H1N1,2024-10-14
A_Sichuan-Fucheng_SWL1336_2024|EPI_ISL_19291137|A_/_H1N1|2024-03-15,2,EPI_ISL_19291137,A_Sichuan-Fucheng_SWL1336_2024,A_/_H1N1,2024-03-15
A_Sichuan-Fucheng_SWL1585_2024|EPI_ISL_19291225|A_/_H1N1|2024-04-24,2,EPI_ISL_19291225,A_Sichuan-Fucheng_SWL1585_2024,A_/_H1N1,2024-04-24
A_Sichuan-Gaoxin_SWL1105_2024|EPI_ISL_19291086|A_/_H1N1|2024-03-04,2,EPI_ISL_19291086,A_Sichuan-Gaoxin_SWL1105_2024,A_/_H1N1,2024-03-04
A_Sichuan-Gaoxin_SWL1112_2023|EPI_ISL_17416519|A_/_H1N1|2023-02-07,4,EPI_ISL_17416519,A_Sichuan-Gaoxin_SWL1112_2023,A_/_H1N1,2023-02-07
A_Sichuan-Gaoxin_SWL1120_2023|EPI_ISL_17416542|A_/_H1N1|2023-02-08,4,EPI_ISL_17416542,A_Sichuan-Gaoxin_SWL1120_2023,A_/_H1N1,2023-02-08
A_Sichuan-Gaoxin_SWL1139_2023|EPI_ISL_17416543|A_/_H1N1|2023-02-13,4,EPI_ISL_17416543,A_Sichuan-Gaoxin_SWL1139_2023,A_/_H1N1,2023-02-13
A_Sichuan-Gaoxin_SWL1140_2023|EPI_ISL_17465811|A_/_H1N1|2023-02-15,4,EPI_ISL_17465811,A_Sichuan-Gaoxin_SWL1140_2023,A_/_H1N1,2023-02-15
A_Sichuan-Gaoxin_SWL1147_2023|EPI_ISL_17416525|A_/_H1N1|2023-02-15,2,EPI_ISL_17416525,A_Sichuan-Gaoxin_SWL1147_2023,A_/_H1N1,2023-02-15
A_Sichuan-Gaoxin_SWL1218_2023|EPI_ISL_17465787|A_/_H1N1|2023-03-07,2,EPI_ISL_17465787,A_Sichuan-Gaoxin_SWL1218_2023,A_/_H1N1,2023-03-07
A_Sichuan-Gaoxin_SWL1310_2024|EPI_ISL_19291247|A_/_H1N1|2024-05-06,2,EPI_ISL_19291247,A_Sichuan-Gaoxin_SWL1310_2024,A_/_H1N1,2024-05-06
A_Sichuan-Gaoxin_SWL1315_2024|EPI_ISL_19291262|A_/_H1N1|2024-05-13,2,EPI_ISL_19291262,A_Sichuan-Gaoxin_SWL1315_2024,A_/_H1N1,2024-05-13
A_Sichuan-Gaoxin_SWL1583_2024|EPI_ISL_19373878|A_/_H1N1|2024-08-12,2,EPI_ISL_19373878,A_Sichuan-Gaoxin_SWL1583_2024,A_/_H1N1,2024-08-12
A_Sichuan-Gaoxin_SWL1980_2018|EPI_ISL_334530|A_/_H1N1|2018-12-05,0,EPI_ISL_334530,A_Sichuan-Gaoxin_SWL1980_2018,A_/_H1N1,2018-12-05
A_Sichuan-Gaoxin_SWL537_2017|EPI_ISL_290647|A_/_H1N1|2017-09-15,0,EPI_ISL_290647,A_Sichuan-Gaoxin_SWL537_2017,A_/_H1N1,2017-09-15
A_Sichuan-Guangan_SWL139_2024|EPI_ISL_19291020|A_/_H1N1|2024-02-17,2,EPI_ISL_19291020,A_Sichuan-Guangan_SWL139_2024,A_/_H1N1,2024-02-17
A_Sichuan-Guangan_SWL2120_2024|EPI_ISL_19291083|A_/_H1N1|2024-03-04,2,EPI_ISL_19291083,A_Sichuan-Guangan_SWL2120_2024,A_/_H1N1,2024-03-04
A_Sichuan-Guangan_SWL2176_2024|EPI_ISL_19291144|A_/_H1N1|2024-03-18,2,EPI_ISL_19291144,A_Sichuan-Guangan_SWL2176_2024,A_/_H1N1,2024-03-18
A_Sichuan-Guanghan_SWL2704_2024|EPI_ISL_19599419|A_/_H1N1|2024-09-17,2,EPI_ISL_19599419,A_Sichuan-Guanghan_SWL2704_2024,A_/_H1N1,2024-09-17
A_Sichuan-Huaying_SWL248_2024|EPI_ISL_19291047|A_/_H1N1|2024-02-26,2,EPI_ISL_19291047,A_Sichuan-Huaying_SWL248_2024,A_/_H1N1,2024-02-26
A_Sichuan-Jiangyang_SWL1484_2023|EPI_ISL_18068681|A_/_H1N1|2023-03-27,4,EPI_ISL_18068681,A_Sichuan-Jiangyang_SWL1484_2023,A_/_H1N1,2023-03-27
A_Sichuan-Jiangyang_SWL1628_2023|EPI_ISL_18068632|A_/_H1N1|2023-04-25,2,EPI_ISL_18068632,A_Sichuan-Jiangyang_SWL1628_2023,A_/_H1N1,2023-04-25
A_Sichuan-Jingyang_SWL1156_2016|EPI_ISL_223469|A_/_H1N1|2016-02-01,0,EPI_ISL_223469,A_Sichuan-Jingyang_SWL1156_2016,A_/_H1N1,2016-02-01
A_Sichuan-Jingyang_SWL120_2019|EPI_ISL_337343|A_/_H1N1|2019-01-03,0,EPI_ISL_337343,A_Sichuan-Jingyang_SWL120_2019,A_/_H1N1,2019-01-03
A_Sichuan-Jingyang_SWL1237_2024|EPI_ISL_19291055|A_/_H1N1|2024-02-27,2,EPI_ISL_19291055,A_Sichuan-Jingyang_SWL1237_2024,A_/_H1N1,2024-02-27
A_Sichuan-Jingyang_SWL1303_2023|EPI_ISL_17465799|A_/_H1N1|2023-02-15,2,EPI_ISL_17465799,A_Sichuan-Jingyang_SWL1303_2023,A_/_H1N1,2023-02-15
A_Sichuan-Jingyang_SWL1322_2023|EPI_ISL_17465790|A_/_H1N1|2023-02-14,2,EPI_ISL_17465790,A_Sichuan-Jingyang_SWL1322_2023,A_/_H1N1,2023-02-14
A_Sichuan-Jingyang_SWL2189_2024|EPI_ISL_19675064|A_/_H1N1|2024-11-12,2,EPI_ISL_19675064,A_Sichuan-Jingyang_SWL2189_2024,A_/_H1N1,2024-11-12
A_Sichuan-Jingyang_SWL228_2024|EPI_ISL_19599435|A_/_H1N1|2024-10-07,2,EPI_ISL_19599435,A_Sichuan-Jingyang_SWL228_2024,A_/_H1N1,2024-10-07
A_Sichuan-Jingyang_SWL291_2024|EPI_ISL_19599441|A_/_H1N1|2024-10-22,2,EPI_ISL_19599441,A_Sichuan-Jingyang_SWL291_2024,A_/_H1N1,2024-10-22
A_Sichuan-Jinjiang_SWL21_2019|EPI_ISL_337344|A_/_H1N1|2019-01-01,0,EPI_ISL_337344,A_Sichuan-Jinjiang_SWL21_2019,A_/_H1N1,2019-01-01
A_Sichuan-Jintang_SWL54_2018|EPI_ISL_335058|A_/_H1N1|2018-04-27,0,EPI_ISL_335058,A_Sichuan-Jintang_SWL54_2018,A_/_H1N1,2018-04-27
A_Sichuan-Lizhou_SWL211_2023|EPI_ISL_18068689|A_/_H1N1|2023-04-06,4,EPI_ISL_18068689,A_Sichuan-Lizhou_SWL211_2023,A_/_H1N1,2023-04-06
A_Sichuan-Longchang_SWL35_2019|EPI_ISL_337374|A_/_H1N1|2019-01-05,0,EPI_ISL_337374,A_Sichuan-Longchang_SWL35_2019,A_/_H1N1,2019-01-05
A_Sichuan-Longquanyi_SWL532_2017|EPI_ISL_270656|A_/_H1N1|2017-05-05,0,EPI_ISL_270656,A_Sichuan-Longquanyi_SWL532_2017,A_/_H1N1,2017-05-05
A_Sichuan-Maerkang_SWL1176_2024|EPI_ISL_19291170|A_/_H1N1|2024-04-01,2,EPI_ISL_19291170,A_Sichuan-Maerkang_SWL1176_2024,A_/_H1N1,2024-04-01
A_Sichuan-Qingyang_11819_2018|EPI_ISL_342296|A_/_H1N1|2018-11-08,0,EPI_ISL_342296,A_Sichuan-Qingyang_11819_2018,A_/_H1N1,2018-11-08
A_Sichuan-Qingyang_SWL11275_2017|EPI_ISL_278556|A_/_H1N1|2017-08-06,0,EPI_ISL_278556,A_Sichuan-Qingyang_SWL11275_2017,A_/_H1N1,2017-08-06
A_Sichuan-Qingyang_SWL1148_2023|EPI_ISL_16937042|A_/_H1N1|2023-01-31,6,EPI_ISL_16937042,A_Sichuan-Qingyang_SWL1148_2023,A_/_H1N1,2023-01-31
A_Sichuan-Qingyang_SWL11495_2023|EPI_ISL_18613905|A_/_H1N1|2023-09-11,2,EPI_ISL_18613905,A_Sichuan-Qingyang_SWL11495_2023,A_/_H1N1,2023-09-11
A_Sichuan-Qingyang_SWL11570_2018|EPI_ISL_334640|A_/_H1N1|2018-10-03,0,EPI_ISL_334640,A_Sichuan-Qingyang_SWL11570_2018,A_/_H1N1,2018-10-03
A_Sichuan-Qingyang_SWL11766_2017|EPI_ISL_292791|A_/_H1N1|2017-10-30,0,EPI_ISL_292791,A_Sichuan-Qingyang_SWL11766_2017,A_/_H1N1,2017-10-30
A_Sichuan-Qingyang_SWL11819_2018|EPI_ISL_334581|A_/_H1N1|2018-11-08,0,EPI_ISL_334581,A_Sichuan-Qingyang_SWL11819_2018,A_/_H1N1,2018-11-08
A_Sichuan-Qingyang_SWL1195_2024|EPI_ISL_19291084|A_/_H1N1|2024-03-04,4,EPI_ISL_19291084,A_Sichuan-Qingyang_SWL1195_2024,A_/_H1N1,2024-03-04
A_Sichuan-Qingyang_SWL1216_2023|EPI_ISL_17416522|A_/_H1N1|2023-02-07,4,EPI_ISL_17416522,A_Sichuan-Qingyang_SWL1216_2023,A_/_H1N1,2023-02-07
A_Sichuan-Qingyang_SWL134_2017|EPI_ISL_253291|A_/_H1N1|2017-01-05,0,EPI_ISL_253291,A_Sichuan-Qingyang_SWL134_2017,A_/_H1N1,2017-01-05
A_Sichuan-Qingyang_SWL1543_2023|EPI_ISL_18068714|A_/_H1N1|2023-04-03,2,EPI_ISL_18068714,A_Sichuan-Qingyang_SWL1543_2023,A_/_H1N1,2023-04-03
A_Sichuan-Qingyang_SWL1544_2013|EPI_ISL_153300|A_/_H1N1|2013-09-17,0,EPI_ISL_153300,A_Sichuan-Qingyang_SWL1544_2013,A_/_H1N1,2013-09-17
A_Sichuan-Qingyang_SWL1599_2013|EPI_ISL_153261|A_/_H1N1|2013-11-03,0,EPI_ISL_153261,A_Sichuan-Qingyang_SWL1599_2013,A_/_H1N1,2013-11-03
A_Sichuan-Qingyang_SWL1663_2017|EPI_ISL_270642|A_/_H1N1|2017-04-22,0,EPI_ISL_270642,A_Sichuan-Qingyang_SWL1663_2017,A_/_H1N1,2017-04-22
A_Sichuan-Qingyang_SWL1706_2024|EPI_ISL_19291291|A_/_H1N1|2024-06-03,2,EPI_ISL_19291291,A_Sichuan-Qingyang_SWL1706_2024,A_/_H1N1,2024-06-03
A_Sichuan-Qingyang_SWL17_2019|EPI_ISL_337314|A_/_H1N1|2019-01-01,0,EPI_ISL_337314,A_Sichuan-Qingyang_SWL17_2019,A_/_H1N1,2019-01-01
A_Sichuan-Renhe_SWL31_2018|EPI_ISL_337346|A_/_H1N1|2018-12-13,0,EPI_ISL_337346,A_Sichuan-Renhe_SWL31_2018,A_/_H1N1,2018-12-13
A_Sichuan-Renshou_SWL163_2024|EPI_ISL_19599358|A_/_H1N1|2024-10-21,2,EPI_ISL_19599358,A_Sichuan-Renshou_SWL163_2024,A_/_H1N1,2024-10-21
A_Sichuan-Santai_SWL35_2023|EPI_ISL_17465788|A_/_H1N1|2023-03-07,2,EPI_ISL_17465788,A_Sichuan-Santai_SWL35_2023,A_/_H1N1,2023-03-07
A_Sichuan-Shizhong_SWL1987_2024|EPI_ISL_19675035|A_/_H1N1|2024-11-12,2,EPI_ISL_19675035,A_Sichuan-Shizhong_SWL1987_2024,A_/_H1N1,2024-11-12
A_Sichuan-Shizhong_SWL2746_2024|EPI_ISL_19599458|A_/_H1N1|2024-09-03,2,EPI_ISL_19599458,A_Sichuan-Shizhong_SWL2746_2024,A_/_H1N1,2024-09-03
A_Sichuan-Shizhong_SWL2993_2024|EPI_ISL_19675033|A_/_H1N1|2024-11-20,2,EPI_ISL_19675033,A_Sichuan-Shizhong_SWL2993_2024,A_/_H1N1,2024-11-20
A_Sichuan-Shunqing_SWL11211_2023|EPI_ISL_18851570|A_/_H1N1|2023-12-06,2,EPI_ISL_18851570,A_Sichuan-Shunqing_SWL11211_2023,A_/_H1N1,2023-12-06
A_Sichuan-Tongchuan_SWL1421_2024|EPI_ISL_19291282|A_/_H1N1|2024-05-23,4,EPI_ISL_19291282,A_Sichuan-Tongchuan_SWL1421_2024,A_/_H1N1,2024-05-23
A_Sichuan-Wenjiang_SWL2222_2018|EPI_ISL_336920|A_/_H1N1|2018-11-27,0,EPI_ISL_336920,A_Sichuan-Wenjiang_SWL2222_2018,A_/_H1N1,2018-11-27
A_Sichuan-Wuhou_SWL2259_2013|EPI_ISL_153293|A_/_H1N1|2013-09-30,0,EPI_ISL_153293,A_Sichuan-Wuhou_SWL2259_2013,A_/_H1N1,2013-09-30
A_Sichuan-Xinjin_SWL31_2018|EPI_ISL_337345|A_/_H1N1|2018-12-26,0,EPI_ISL_337345,A_Sichuan-Xinjin_SWL31_2018,A_/_H1N1,2018-12-26
A_Sichuan-Xinwen_SWL32_2023|EPI_ISL_18068680|A_/_H1N1|2023-03-19,4,EPI_ISL_18068680,A_Sichuan-Xinwen_SWL32_2023,A_/_H1N1,2023-03-19
A_Sichuan-Yanjiang_SWL1473_2023|EPI_ISL_18068617|A_/_H1N1|2023-05-07,2,EPI_ISL_18068617,A_Sichuan-Yanjiang_SWL1473_2023,A_/_H1N1,2023-05-07
A_Sichuan-Yucheng_SWL11859_2024|EPI_ISL_19675063|A_/_H1N1|2024-11-12,2,EPI_ISL_19675063,A_Sichuan-Yucheng_SWL11859_2024,A_/_H1N1,2024-11-12
A_Sichuan-Yucheng_SWL1693_2013|EPI_ISL_153287|A_/_H1N1|2013-11-14,0,EPI_ISL_153287,A_Sichuan-Yucheng_SWL1693_2013,A_/_H1N1,2013-11-14
A_Sichuan-Ziliujing_SWL1106_2024|EPI_ISL_19291048|A_/_H1N1|2024-02-26,2,EPI_ISL_19291048,A_Sichuan-Ziliujing_SWL1106_2024,A_/_H1N1,2024-02-26
A_Sichuan_01208_2021|EPI_ISL_5159427|A_/_H1N1|2021-01-28,0,EPI_ISL_5159427,A_Sichuan_01208_2021,A_/_H1N1,2021-01-28
A_Tianjin-Baodi_SWL1197_2024|EPI_ISL_19291131|A_/_H1N1|2024-03-12,2,EPI_ISL_19291131,A_Tianjin-Baodi_SWL1197_2024,A_/_H1N1,2024-03-12
A_Tianjin-Baodi_SWL11_2018|EPI_ISL_297045|A_/_H1N1|2018-01-01,0,EPI_ISL_297045,A_Tianjin-Baodi_SWL11_2018,A_/_H1N1,2018-01-01
A_Tianjin-Beichen_SWL1111_2023|EPI_ISL_17416532|A_/_H1N1|2023-02-07,2,EPI_ISL_17416532,A_Tianjin-Beichen_SWL1111_2023,A_/_H1N1,2023-02-07
A_Tianjin-Beichen_SWL1816_2024|EPI_ISL_19674993|A_/_H1N1|2024-12-02,2,EPI_ISL_19674993,A_Tianjin-Beichen_SWL1816_2024,A_/_H1N1,2024-12-02
A_Tianjin-Binhaixin_SWL11088_2024|EPI_ISL_19674992|A_/_H1N1|2024-12-09,2,EPI_ISL_19674992,A_Tianjin-Binhaixin_SWL11088_2024,A_/_H1N1,2024-12-09
A_Tianjin-Binhaixin_SWL1132_2023|EPI_ISL_17416535|A_/_H1N1|2023-01-31,2,EPI_ISL_17416535,A_Tianjin-Binhaixin_SWL1132_2023,A_/_H1N1,2023-01-31
A_Tianjin-Binhaixin_SWL1136_2023|EPI_ISL_17416526|A_/_H1N1|2023-01-31,2,EPI_ISL_17416526,A_Tianjin-Binhaixin_SWL1136_2023,A_/_H1N1,2023-01-31
A_Tianjin-Binhaixin_SWL1141_2023|EPI_ISL_17416527|A_/_H1N1|2023-02-06,2,EPI_ISL_17416527,A_Tianjin-Binhaixin_SWL1141_2023,A_/_H1N1,2023-02-06
A_Tianjin-Binhaixin_SWL1152_2023|EPI_ISL_17416528|A_/_H1N1|2023-02-06,2,EPI_ISL_17416528,A_Tianjin-Binhaixin_SWL1152_2023,A_/_H1N1,2023-02-06
A_Tianjin-Binhaixin_SWL1170_2023|EPI_ISL_17416529|A_/_H1N1|2023-02-14,2,EPI_ISL_17416529,A_Tianjin-Binhaixin_SWL1170_2023,A_/_H1N1,2023-02-14
A_Tianjin-Binhaixin_SWL1178_2023|EPI_ISL_17416530|A_/_H1N1|2023-02-11,2,EPI_ISL_17416530,A_Tianjin-Binhaixin_SWL1178_2023,A_/_H1N1,2023-02-11
